,age_group,age,idx,household,school,workplace
1653,65-90,86,1653,951,,
1654,6-18,12,1654,1224,1,
1655,65-90,76,1655,358,,
1656,0-5,5,1656,1343,0,
1657,19-64,46,1657,1607,,finance
1658,65-90,67,1658,836,,
1659,19-64,43,1659,69,,transportation
1660,0-5,2,1660,1969,,
1661,19-64,53,1661,689,,other
1662,19-64,39,1662,420,,other
1663,19-64,21,1663,980,,retail
1664,65-90,77,1664,1603,,
1665,19-64,60,1665,834,,health
1666,19-64,47,1666,1234,,arts
1667,65-90,69,1667,1431,,
1668,19-64,51,1668,102,,arts
1669,19-64,50,1669,847,,health
1670,19-64,23,1670,994,,construction
1671,19-64,46,1671,576,,construction
1672,19-64,60,1672,315,,health
1673,19-64,49,1673,1327,,retail
1674,0-5,3,1674,930,,
1675,65-90,83,1675,938,,
1676,65-90,66,1676,1590,,
1677,19-64,58,1677,1548,,health
1678,19-64,63,1678,621,,manufacturing
1679,19-64,64,1679,1816,,arts
1680,6-18,7,1680,1326,1,
1681,19-64,58,1681,1852,,health
1682,65-90,74,1682,2010,,
1683,19-64,20,1683,1454,,construction
1684,19-64,30,1684,1716,,agriculture
1685,19-64,33,1685,407,,health
1686,19-64,24,1686,1172,,retail
1687,65-90,72,1687,1498,,
1688,0-5,0,1688,1456,,
1689,6-18,12,1689,107,1,
1690,65-90,75,1690,1683,,
1691,19-64,55,1691,1818,,
1692,65-90,70,1692,1030,,
1693,0-5,1,1693,1849,,
1694,0-5,2,1694,779,,
1695,19-64,44,1695,1311,,waste management
1696,6-18,15,1696,1103,0,
1697,19-64,50,1697,130,,information
1698,19-64,20,1698,1042,,waste management
1699,19-64,24,1699,793,,retail
1700,6-18,6,1700,516,0,
1701,19-64,47,1701,92,,finance
1702,19-64,64,1702,1382,,manufacturing
1703,19-64,32,1703,143,,other
1704,19-64,55,1704,1247,,waste management
1705,65-90,79,1705,1947,,
1706,19-64,48,1706,989,,health
1707,19-64,55,1707,966,,arts
1708,65-90,71,1708,958,,
1709,19-64,64,1709,1398,,waste management
1710,65-90,77,1710,1655,,
1711,19-64,28,1711,693,,retail
1712,65-90,78,1712,536,,
1713,6-18,13,1713,1626,0,
1714,19-64,50,1714,1147,,waste management
1715,19-64,37,1715,1588,,other
1716,19-64,28,1716,853,,transportation
1717,19-64,38,1717,267,,construction
1718,6-18,11,1718,407,1,
1719,6-18,12,1719,1556,0,
1720,19-64,62,1720,163,,manufacturing
1721,65-90,69,1721,1220,,
1722,19-64,21,1722,88,,finance
1723,65-90,77,1723,200,,
1724,6-18,18,1724,1474,1,
1725,19-64,22,1725,602,,health
1726,19-64,41,1726,1669,,health
1727,65-90,70,1727,1477,,
1728,6-18,9,1728,1141,0,
1729,19-64,54,1729,1181,,construction
1730,19-64,40,1730,118,,retail
1731,0-5,3,1731,1381,,
1732,19-64,25,1732,467,,retail
1733,6-18,11,1733,1884,1,
1734,19-64,64,1734,1768,,
1735,19-64,28,1735,221,,health
1736,19-64,28,1736,6,,health
1737,19-64,43,1737,885,,other
1738,19-64,42,1738,136,,manufacturing
1739,19-64,29,1739,513,,public
1740,19-64,49,1740,1233,,waste management
1741,19-64,63,1741,492,,
1742,6-18,15,1742,890,0,
1743,19-64,60,1743,1409,,health
1744,0-5,5,1744,1931,1,
1745,65-90,75,1745,588,,
1746,6-18,10,1746,1945,1,
1747,19-64,53,1747,2035,,health
1748,65-90,78,1748,2042,,
1749,19-64,49,1749,1066,,manufacturing
1750,19-64,60,1750,1201,,finance
1751,6-18,11,1751,556,0,
1752,19-64,32,1752,1105,,waste management
1753,65-90,84,1753,1959,,
1754,65-90,65,1754,1862,,retail
1755,19-64,40,1755,1146,,health
1756,6-18,12,1756,30,1,
1757,6-18,17,1757,289,0,
1758,0-5,3,1758,919,,
1759,19-64,45,1759,955,,public
1760,19-64,62,1760,1300,,other
1761,19-64,44,1761,1045,,health
1762,65-90,65,1762,1780,,wholesale
1763,65-90,76,1763,356,,
1764,65-90,90,1764,225,,
1765,19-64,52,1765,1942,,public
1766,6-18,17,1766,313,0,
1767,19-64,39,1767,1410,,
1768,19-64,36,1768,1546,1,schools
1769,19-64,53,1769,1684,,manufacturing
1770,19-64,36,1770,1213,,retail
1771,0-5,2,1771,22,,
1772,19-64,61,1772,94,,health
1773,6-18,17,1773,1094,1,
1774,19-64,40,1774,729,,
1775,19-64,20,1775,615,,arts
1776,65-90,85,1776,1476,,
1777,65-90,74,1777,74,,
1778,19-64,41,1778,837,,waste management
1779,6-18,17,1779,1103,1,
1780,19-64,45,1780,617,,public
1781,19-64,39,1781,148,,public
1782,19-64,34,1782,1869,,public
1783,19-64,63,1783,1258,,waste management
1784,19-64,54,1784,1331,,manufacturing
1785,19-64,49,1785,1336,,health
1786,19-64,23,1786,497,,wholesale
1787,6-18,10,1787,1990,1,
1788,19-64,40,1788,1118,,public
1789,19-64,27,1789,160,,health
1790,19-64,32,1790,382,,construction
1791,19-64,46,1791,508,,other
1792,19-64,40,1792,263,,transportation
1793,19-64,23,1793,990,,manufacturing
1794,19-64,54,1794,1739,,health
1795,19-64,50,1795,1691,,construction
1796,19-64,60,1796,2059,,construction
1797,19-64,54,1797,1738,,manufacturing
1798,19-64,20,1798,464,,waste management
1799,19-64,26,1799,192,,waste management
1800,19-64,31,1800,453,,manufacturing
1801,19-64,63,1801,648,,health
1802,19-64,37,1802,1627,,health
1803,6-18,10,1803,175,1,
1804,19-64,52,1804,10,,other
1805,19-64,46,1805,1420,,arts
1806,6-18,12,1806,1090,0,
1807,19-64,31,1807,1650,,waste management
1808,19-64,33,1808,553,,health
1809,19-64,54,1809,1163,,retail
1810,19-64,62,1810,1935,,health
1811,19-64,35,1811,383,,health
1812,19-64,25,1812,692,,other
1813,19-64,32,1813,549,,waste management
1814,65-90,70,1814,1484,,
1815,19-64,56,1815,1364,,health
1816,19-64,49,1816,1330,,
1817,65-90,65,1817,695,,health
1818,0-5,3,1818,842,,
1819,6-18,15,1819,1085,0,
1820,19-64,37,1820,1023,,other
1821,19-64,61,1821,303,,retail
1822,65-90,66,1822,1912,,
1823,6-18,13,1823,1449,0,
1824,65-90,78,1824,948,,
1825,6-18,7,1825,1058,0,
1826,65-90,74,1826,2014,,
1827,6-18,14,1827,1964,1,
1828,0-5,1,1828,1964,,
1829,19-64,38,1829,1218,,manufacturing
1830,19-64,63,1830,1658,,retail
1831,19-64,60,1831,1622,,waste management
1832,6-18,16,1832,739,0,
1833,19-64,45,1833,1596,,finance
1834,6-18,10,1834,476,0,
1835,19-64,59,1835,74,,construction
1836,6-18,8,1836,1897,0,
1837,65-90,65,1837,1613,,waste management
1838,19-64,28,1838,1193,,health
1839,19-64,41,1839,258,,transportation
1840,19-64,44,1840,1459,,waste management
1841,65-90,73,1841,122,,
1842,65-90,74,1842,1034,,
1843,19-64,53,1843,1000,,retail
1844,0-5,0,1844,792,,
1845,19-64,32,1845,1952,,health
1846,65-90,78,1846,1500,,
1847,19-64,30,1847,740,,retail
1848,19-64,25,1848,352,,health
1849,65-90,81,1849,1976,,
1850,0-5,4,1850,335,,
1851,19-64,43,1851,824,,construction
1852,65-90,88,1852,1805,,
1853,65-90,73,1853,964,,
1854,65-90,71,1854,698,,
1855,19-64,55,1855,1791,,manufacturing
1856,19-64,19,1856,61,,retail
1857,19-64,27,1857,1066,,retail
1858,19-64,28,1858,127,,waste management
1859,19-64,28,1859,715,,agriculture
1860,19-64,39,1860,1140,,arts
1861,19-64,29,1861,1249,,construction
1862,19-64,43,1862,1419,,manufacturing
1863,19-64,31,1863,1419,,transportation
1864,6-18,9,1864,1650,1,
1865,65-90,79,1865,108,,
1866,65-90,72,1866,135,,
1867,19-64,20,1867,906,,retail
1868,65-90,83,1868,1506,,
1869,19-64,63,1869,1886,,health
1870,19-64,38,1870,182,,transportation
1871,19-64,38,1871,490,,finance
1872,19-64,24,1872,1230,,health
1873,19-64,21,1873,994,,public
1874,0-5,2,1874,952,,
1875,19-64,62,1875,1526,,construction
1876,6-18,8,1876,121,1,
1877,19-64,33,1877,1187,,retail
1878,6-18,10,1878,1197,1,
1879,19-64,46,1879,124,,other
1880,0-5,2,1880,952,,
1881,19-64,47,1881,1717,1,schools
1882,19-64,53,1882,1795,,construction
1883,19-64,62,1883,1900,,arts
1884,19-64,38,1884,1122,,transportation
1885,65-90,73,1885,295,,
1886,6-18,6,1886,30,0,
1887,19-64,35,1887,144,,waste management
1888,19-64,52,1888,829,,health
1889,19-64,24,1889,292,,manufacturing
1890,19-64,29,1890,931,,health
1891,19-64,21,1891,1571,,waste management
1892,65-90,73,1892,1980,,
1893,65-90,81,1893,1385,,
1894,6-18,9,1894,284,1,
1895,65-90,84,1895,2078,,
1896,19-64,40,1896,972,,waste management
1897,19-64,34,1897,1551,,retail
1898,6-18,7,1898,1356,0,
1899,65-90,83,1899,1704,,
1900,6-18,12,1900,1720,1,
1901,65-90,80,1901,1263,,
1902,19-64,45,1902,42,,health
1903,19-64,56,1903,944,,public
1904,19-64,33,1904,469,,waste management
1905,19-64,23,1905,1141,1,schools
1906,65-90,77,1906,232,,
1907,19-64,46,1907,703,,waste management
1908,65-90,74,1908,1199,,
1909,19-64,35,1909,1351,,waste management
1910,65-90,73,1910,516,,
1911,6-18,15,1911,584,0,
1912,0-5,5,1912,1906,0,
1913,19-64,64,1913,666,1,schools
1914,19-64,60,1914,1592,,manufacturing
1915,19-64,52,1915,2060,,transportation
1916,19-64,36,1916,517,,transportation
1917,19-64,37,1917,88,,waste management
1918,65-90,76,1918,1491,,
1919,19-64,19,1919,697,,retail
1920,19-64,27,1920,1631,,construction
1921,19-64,42,1921,1533,,public
1922,6-18,7,1922,2027,1,
1923,65-90,65,1923,1029,,health
1924,6-18,12,1924,1528,0,
1925,19-64,52,1925,539,,health
1926,19-64,32,1926,1425,,health
1927,19-64,20,1927,1556,,transportation
1928,19-64,23,1928,1166,,waste management
1929,19-64,55,1929,1987,,manufacturing
1930,19-64,52,1930,1004,,waste management
1931,19-64,41,1931,351,,health
1932,6-18,11,1932,1109,0,
1933,6-18,12,1933,702,0,
1934,19-64,22,1934,1272,,waste management
1935,19-64,37,1935,822,,information
1936,19-64,64,1936,140,,health
1937,19-64,57,1937,740,,health
1938,19-64,20,1938,724,,finance
1939,65-90,85,1939,1489,,
1940,65-90,89,1940,1265,,
1941,19-64,64,1941,1540,,retail
1942,19-64,62,1942,125,,manufacturing
1943,19-64,59,1943,1362,,waste management
1944,65-90,87,1944,1915,,
1945,19-64,63,1945,732,,manufacturing
1946,65-90,86,1946,2053,,
1947,19-64,52,1947,2002,,waste management
1948,19-64,35,1948,431,,health
1949,19-64,37,1949,1467,,manufacturing
1950,65-90,70,1950,428,,
1951,65-90,84,1951,349,,
1952,19-64,56,1952,1835,,health
1953,19-64,64,1953,1366,,waste management
1954,6-18,13,1954,773,0,
1955,6-18,12,1955,1141,1,
1956,19-64,34,1956,809,,construction
1957,19-64,48,1957,1958,,other
1958,19-64,63,1958,2032,,transportation
1959,19-64,33,1959,601,,construction
1960,19-64,41,1960,285,,public
1961,19-64,61,1961,1681,,other
1962,65-90,83,1962,2090,,
1963,0-5,3,1963,1901,,
1964,19-64,24,1964,377,,arts
1965,19-64,46,1965,1667,,transportation
1966,19-64,44,1966,1073,,manufacturing
1967,19-64,52,1967,262,,wholesale
1968,19-64,61,1968,171,,retail
1969,19-64,40,1969,1630,,health
1970,0-5,3,1970,1602,,
1971,19-64,44,1971,882,,arts
1972,19-64,23,1972,120,,transportation
1973,6-18,17,1973,1225,0,
1974,19-64,31,1974,624,,retail
1975,19-64,49,1975,298,,transportation
1976,19-64,46,1976,173,,waste management
1977,0-5,4,1977,773,,
1978,19-64,42,1978,1373,,transportation
1979,19-64,29,1979,1835,,construction
1980,19-64,64,1980,1423,,waste management
1981,6-18,14,1981,767,1,
1982,19-64,61,1982,1499,,construction
1983,65-90,87,1983,2059,,
1984,6-18,13,1984,879,1,
1985,65-90,74,1985,1285,,
1986,19-64,42,1986,168,,arts
1987,19-64,37,1987,646,,manufacturing
1988,0-5,4,1988,616,,
1989,6-18,17,1989,1184,1,
1990,19-64,58,1990,1737,,construction
1991,6-18,7,1991,1505,0,
1992,6-18,7,1992,1776,1,
1993,19-64,63,1993,1290,,health
1994,65-90,87,1994,1686,,
1995,19-64,43,1995,1745,,health
1996,6-18,17,1996,1343,0,
1997,19-64,22,1997,425,,public
1998,19-64,34,1998,1523,,retail
1999,19-64,41,1999,1635,,other
2000,19-64,57,2000,814,,arts
2001,19-64,50,2001,1702,,transportation
2002,19-64,32,2002,1155,,transportation
2003,19-64,50,2003,1517,,transportation
2004,19-64,48,2004,410,,construction
2005,19-64,26,2005,960,,health
2006,6-18,12,2006,1890,0,
2007,6-18,12,2007,1979,1,
2008,65-90,81,2008,1221,,
2009,65-90,74,2009,1967,,
2010,65-90,70,2010,2062,,
2011,19-64,19,2011,1535,,arts
2012,6-18,17,2012,1776,1,
2013,6-18,17,2013,1657,1,
2014,0-5,1,2014,918,,
2015,65-90,82,2015,697,,
2016,65-90,84,2016,1449,,
2017,65-90,82,2017,179,,
2018,6-18,18,2018,843,0,
2019,19-64,41,2019,466,,other
2020,19-64,43,2020,397,,waste management
2021,6-18,18,2021,787,0,
2022,19-64,50,2022,1821,,manufacturing
2023,6-18,13,2023,59,1,
2024,6-18,7,2024,745,1,
2025,19-64,33,2025,1509,,other
2026,6-18,15,2026,207,1,
2027,19-64,26,2027,97,,health
2028,0-5,5,2028,233,0,
2029,19-64,52,2029,2045,,waste management
2030,19-64,27,2030,1182,0,schools
2031,19-64,23,2031,472,,transportation
2032,6-18,11,2032,1935,1,
2033,19-64,42,2033,231,,manufacturing
2034,65-90,89,2034,997,,
2035,19-64,33,2035,1340,,manufacturing
2036,19-64,28,2036,1334,,retail
2037,65-90,73,2037,1357,,
2038,19-64,26,2038,1020,,health
2039,19-64,30,2039,128,,waste management
2040,0-5,5,2040,2052,1,
2041,19-64,23,2041,979,,manufacturing
2042,19-64,34,2042,807,,arts
2043,65-90,67,2043,1643,,
2044,19-64,21,2044,460,,manufacturing
2045,19-64,29,2045,216,,health
2046,19-64,22,2046,327,,retail
2047,19-64,34,2047,637,,information
2048,6-18,7,2048,1257,0,
2049,19-64,24,2049,1539,,finance
2050,6-18,14,2050,1690,1,
2051,0-5,1,2051,251,,
2052,19-64,64,2052,1220,,arts
2053,65-90,85,2053,778,,
2054,19-64,27,2054,903,,manufacturing
2055,65-90,79,2055,1280,,
2056,65-90,90,2056,1677,,
2057,19-64,33,2057,1289,,manufacturing
2058,0-5,5,2058,1785,1,
2059,19-64,49,2059,1900,,manufacturing
2060,19-64,40,2060,336,,health
2061,19-64,54,2061,1634,,arts
2062,6-18,15,2062,530,0,
2063,19-64,52,2063,153,,finance
2064,19-64,40,2064,1622,,finance
2065,19-64,61,2065,1621,,other
2066,19-64,45,2066,602,,arts
2067,19-64,41,2067,977,,retail
2068,19-64,19,2068,382,,public
2069,65-90,85,2069,372,,
2070,19-64,57,2070,321,,finance
2071,65-90,67,2071,1442,,
2072,0-5,3,2072,1204,,
2073,19-64,60,2073,1645,,health
2074,19-64,28,2074,341,,other
2075,19-64,48,2075,309,,health
2076,19-64,22,2076,1717,,finance
2077,6-18,18,2077,1424,1,
2078,65-90,75,2078,1858,,
2079,6-18,11,2079,985,0,
2080,6-18,16,2080,1410,1,
2081,19-64,24,2081,60,,wholesale
2082,19-64,59,2082,898,,waste management
2083,6-18,10,2083,1311,1,
2084,0-5,0,2084,1727,,
2085,6-18,17,2085,1642,1,
2086,6-18,14,2086,582,0,
2087,6-18,11,2087,728,1,
2088,0-5,3,2088,520,,
2089,19-64,54,2089,642,,health
2090,19-64,46,2090,1875,,agriculture
2091,19-64,21,2091,467,,retail
2092,19-64,64,2092,1228,,waste management
2093,19-64,27,2093,960,,arts
2094,65-90,66,2094,184,,
2095,6-18,10,2095,690,0,
2096,19-64,39,2096,728,,health
2097,65-90,79,2097,1843,,
2098,6-18,18,2098,224,1,
2099,19-64,53,2099,93,,health
2100,65-90,79,2100,1459,,
2101,6-18,10,2101,595,0,
2102,65-90,81,2102,1531,,
2103,6-18,18,2103,822,0,
2104,19-64,58,2104,1991,,health
2105,19-64,23,2105,805,,finance
2106,19-64,62,2106,926,,health
2107,6-18,8,2107,1426,1,
2108,19-64,37,2108,564,,manufacturing
2109,65-90,78,2109,1822,,
2110,65-90,75,2110,2036,,
2111,19-64,36,2111,1138,,waste management
2112,19-64,25,2112,44,,transportation
2113,19-64,51,2113,1813,,public
2114,6-18,7,2114,1841,0,
2115,65-90,80,2115,301,,
2116,19-64,60,2116,2028,,manufacturing
2117,19-64,24,2117,142,,transportation
2118,19-64,22,2118,850,,construction
2119,65-90,88,2119,304,,
2120,19-64,38,2120,1337,,retail
2121,65-90,90,2121,1964,,
2122,19-64,61,2122,1936,,finance
2123,65-90,78,2123,1908,,
2124,19-64,26,2124,1243,,health
2125,19-64,53,2125,416,,other
2126,6-18,11,2126,298,1,
2127,19-64,27,2127,957,,health
2128,19-64,45,2128,223,,health
2129,65-90,80,2129,784,,
2130,6-18,6,2130,120,1,
2131,19-64,46,2131,234,,finance
2132,19-64,28,2132,233,,health
2133,65-90,71,2133,839,,
2134,6-18,6,2134,1013,1,
2135,19-64,43,2135,565,,health
2136,19-64,57,2136,603,,arts
2137,19-64,19,2137,769,,construction
2138,19-64,55,2138,1927,,waste management
2139,19-64,36,2139,382,,arts
2140,19-64,56,2140,1411,,other
2141,0-5,3,2141,1842,,
2142,19-64,50,2142,1588,,transportation
2143,19-64,61,2143,1045,,other
2144,0-5,3,2144,1538,,
2145,19-64,33,2145,377,1,schools
2146,19-64,42,2146,987,,public
2147,19-64,38,2147,991,,waste management
2148,19-64,29,2148,715,,construction
2149,6-18,18,2149,1043,1,
2150,19-64,59,2150,816,,construction
2151,19-64,19,2151,844,,health
2152,19-64,55,2152,200,,transportation
2153,65-90,74,2153,1733,,
2154,0-5,3,2154,175,,
2155,19-64,35,2155,573,,finance
2156,19-64,39,2156,837,,retail
2157,6-18,16,2157,1410,0,
2158,6-18,17,2158,390,0,
2159,19-64,35,2159,151,,arts
2160,6-18,13,2160,971,1,
2161,19-64,24,2161,308,,construction
2162,19-64,25,2162,1776,,transportation
2163,6-18,9,2163,906,0,
2164,65-90,81,2164,2038,,
2165,6-18,8,2165,795,1,
2166,6-18,7,2166,1194,1,
2167,65-90,87,2167,287,,
2168,19-64,64,2168,1104,,retail
2169,19-64,33,2169,509,,waste management
2170,19-64,62,2170,750,,public
2171,19-64,31,2171,1387,,manufacturing
2172,6-18,11,2172,986,0,
2173,65-90,67,2173,652,,
2174,19-64,19,2174,333,,manufacturing
2175,19-64,30,2175,1343,,arts
2176,19-64,31,2176,1657,,finance
2177,6-18,18,2177,604,1,
2178,6-18,7,2178,1841,1,
2179,19-64,39,2179,1442,1,schools
2180,65-90,72,2180,1027,,
2181,19-64,48,2181,1383,,construction
2182,6-18,15,2182,1171,1,
2183,19-64,25,2183,1186,,waste management
2184,19-64,60,2184,639,,transportation
2185,6-18,9,2185,1094,1,
2186,19-64,64,2186,197,,waste management
2187,65-90,85,2187,2074,,
2188,19-64,58,2188,328,,manufacturing
2189,19-64,34,2189,1703,,waste management
2190,19-64,34,2190,995,,retail
2191,65-90,90,2191,1806,,
2192,0-5,2,2192,1604,,
2193,6-18,6,2193,1628,0,
2194,19-64,55,2194,1769,,waste management
2195,19-64,44,2195,1347,,construction
2196,19-64,28,2196,1589,,retail
2197,19-64,34,2197,646,,waste management
2198,19-64,57,2198,916,,manufacturing
2199,19-64,37,2199,600,,retail
2200,65-90,68,2200,1944,,
2201,65-90,65,2201,710,,manufacturing
2202,19-64,35,2202,1382,,other
2203,19-64,57,2203,854,,arts
2204,19-64,46,2204,1802,,health
2205,19-64,23,2205,1602,,health
2206,19-64,19,2206,1049,,waste management
2207,19-64,27,2207,1188,,transportation
2208,6-18,13,2208,500,1,
2209,65-90,69,2209,115,,
2210,19-64,61,2210,1167,,public
2211,19-64,22,2211,99,,manufacturing
2212,0-5,3,2212,960,,
2213,6-18,9,2213,879,1,
2214,6-18,8,2214,665,1,
2215,19-64,46,2215,399,,retail
2216,19-64,25,2216,1474,,retail
2217,19-64,31,2217,731,,waste management
2218,19-64,64,2218,2032,,public
2219,19-64,51,2219,1481,,manufacturing
2220,19-64,46,2220,158,,health
2221,19-64,36,2221,1308,,public
2222,19-64,39,2222,1013,,waste management
2223,19-64,43,2223,28,,health
2224,19-64,37,2224,1596,,information
2225,65-90,79,2225,1565,,
2226,0-5,0,2226,1054,,
2227,65-90,79,2227,705,,
2228,6-18,14,2228,856,1,
2229,19-64,58,2229,143,,retail
2230,19-64,62,2230,698,,health
2231,19-64,62,2231,73,,construction
2232,65-90,70,2232,1146,,
2233,19-64,42,2233,988,,construction
2234,19-64,51,2234,708,,public
2235,19-64,61,2235,1815,,health
2236,19-64,50,2236,660,,retail
2237,19-64,28,2237,870,,construction
2238,19-64,35,2238,82,,health
2239,19-64,39,2239,1091,,waste management
2240,65-90,87,2240,1422,,
2241,65-90,71,2241,1344,,
2242,19-64,52,2242,1916,,health
2243,19-64,30,2243,352,,arts
2244,65-90,73,2244,1055,,
2245,19-64,38,2245,1113,,retail
2246,19-64,30,2246,1266,,retail
2247,19-64,39,2247,1111,,other
2248,6-18,9,2248,602,1,
2249,19-64,19,2249,557,,finance
2250,19-64,40,2250,1627,,other
2251,19-64,50,2251,1768,,health
2252,6-18,8,2252,1572,1,
2253,19-64,49,2253,504,,health
2254,19-64,20,2254,913,,retail
2255,6-18,8,2255,1094,1,
2256,0-5,4,2256,1356,,
2257,19-64,46,2257,417,,retail
2258,19-64,39,2258,309,,health
2259,0-5,0,2259,1237,,
2260,6-18,13,2260,1864,1,
2261,19-64,42,2261,785,,
2262,19-64,47,2262,311,,health
2263,19-64,50,2263,1284,,manufacturing
2264,19-64,62,2264,238,,arts
2265,6-18,9,2265,1133,1,
2266,19-64,53,2266,776,,finance
2267,19-64,61,2267,1525,,health
2268,65-90,86,2268,1846,,
2269,19-64,37,2269,33,,finance
2270,19-64,42,2270,141,,health
2271,19-64,36,2271,1836,,manufacturing
2272,19-64,60,2272,493,,retail
2273,19-64,33,2273,336,,finance
2274,65-90,90,2274,1139,,
2275,65-90,66,2275,1732,,
2276,6-18,14,2276,1990,0,
2277,6-18,17,2277,1059,1,
2278,6-18,12,2278,1059,1,
2279,19-64,44,2279,1246,,waste management
2280,0-5,1,2280,1894,,
2281,65-90,79,2281,1125,,
2282,19-64,26,2282,930,,construction
2283,65-90,67,2283,1962,,
2284,19-64,55,2284,790,,waste management
2285,6-18,11,2285,874,0,
2286,19-64,50,2286,1840,,construction
2287,65-90,66,2287,1817,,
2288,19-64,32,2288,1341,,transportation
2289,19-64,49,2289,483,,health
2290,19-64,47,2290,1958,,transportation
2291,65-90,89,2291,1736,,
2292,19-64,59,2292,1241,0,schools
2293,19-64,37,2293,9,,manufacturing
2294,0-5,1,2294,1611,,
2295,65-90,88,2295,1510,,
2296,65-90,88,2296,2082,,
2297,19-64,43,2297,1316,,health
2298,19-64,56,2298,1076,,manufacturing
2299,65-90,79,2299,1472,,
2300,65-90,66,2300,839,,
2301,19-64,23,2301,246,,other
2302,19-64,40,2302,1674,,manufacturing
2303,65-90,86,2303,1982,,
2304,19-64,20,2304,235,,health
2305,6-18,16,2305,1046,0,
2306,19-64,47,2306,2032,,health
2307,19-64,57,2307,73,,public
2308,65-90,72,2308,2022,,
2309,19-64,39,2309,469,,health
2310,19-64,57,2310,1562,,health
2311,19-64,30,2311,1275,,health
2312,19-64,51,2312,1488,,retail
2313,19-64,64,2313,1273,,health
2314,19-64,30,2314,946,,finance
2315,6-18,18,2315,135,0,
2316,19-64,40,2316,1290,,waste management
2317,19-64,35,2317,519,,construction
2318,19-64,50,2318,910,,manufacturing
2319,19-64,21,2319,802,,manufacturing
2320,19-64,51,2320,1888,,health
2321,19-64,59,2321,1740,,health
2322,6-18,16,2322,1180,0,
2323,19-64,62,2323,1891,,transportation
2324,0-5,5,2324,1892,1,
2325,19-64,24,2325,291,,waste management
2326,19-64,32,2326,192,,finance
2327,6-18,12,2327,153,0,
2328,19-64,52,2328,1152,,construction
2329,6-18,9,2329,1732,1,
2330,19-64,28,2330,1368,,
2331,19-64,43,2331,1536,,arts
2332,0-5,3,2332,616,,
2333,6-18,13,2333,1776,1,
2334,19-64,46,2334,646,,retail
2335,65-90,70,2335,1872,,
2336,19-64,33,2336,1644,,retail
2337,19-64,27,2337,1381,,manufacturing
2338,65-90,66,2338,1294,,
2339,19-64,38,2339,1436,,retail
2340,65-90,88,2340,496,,
2341,19-64,39,2341,1180,,waste management
2342,6-18,10,2342,1188,1,
2343,19-64,60,2343,1378,,health
2344,6-18,8,2344,1804,1,
2345,6-18,12,2345,558,0,
2346,19-64,53,2346,1254,,retail
2347,65-90,77,2347,1939,,
2348,19-64,38,2348,978,,finance
2349,65-90,88,2349,379,,
2350,65-90,76,2350,1475,,
2351,19-64,46,2351,1069,,retail
2352,65-90,72,2352,1603,,
2353,6-18,11,2353,1610,1,
2354,19-64,53,2354,1092,,retail
2355,6-18,6,2355,817,1,
2356,6-18,6,2356,1054,1,
2357,6-18,16,2357,658,1,
2358,65-90,80,2358,1494,,
2359,19-64,34,2359,1537,,health
2360,0-5,3,2360,245,,
2361,19-64,31,2361,598,,other
2362,19-64,58,2362,1489,,arts
2363,6-18,18,2363,719,0,
2364,6-18,6,2364,1884,1,
2365,65-90,87,2365,655,,
2366,19-64,28,2366,438,,waste management
2367,19-64,63,2367,705,,construction
2368,19-64,38,2368,331,,transportation
2369,19-64,42,2369,1204,,retail
2370,19-64,26,2370,223,,health
2371,19-64,21,2371,288,,health
2372,19-64,51,2372,353,,health
2373,19-64,44,2373,623,,manufacturing
2374,19-64,42,2374,448,,health
2375,19-64,53,2375,846,,waste management
2376,19-64,57,2376,1765,,arts
2377,65-90,80,2377,2003,,
2378,19-64,45,2378,977,,health
2379,19-64,19,2379,249,,health
2380,19-64,47,2380,114,,other
2381,19-64,30,2381,229,,public
2382,19-64,40,2382,67,,construction
2383,19-64,23,2383,1084,,health
2384,6-18,16,2384,560,0,
2385,19-64,57,2385,1925,,health
2386,19-64,44,2386,1511,,waste management
2387,6-18,13,2387,1544,1,
2388,19-64,45,2388,406,,public
2389,65-90,69,2389,1711,,
2390,19-64,45,2390,1696,,manufacturing
2391,19-64,49,2391,61,,health
2392,19-64,57,2392,679,,other
2393,65-90,79,2393,825,,
2394,19-64,64,2394,660,,transportation
2395,65-90,84,2395,1176,,
2396,65-90,75,2396,1570,,
2397,19-64,34,2397,1310,,health
2398,19-64,50,2398,917,,health
2399,65-90,82,2399,1240,,
2400,0-5,4,2400,1050,,
2401,19-64,32,2401,1602,,agriculture
2402,65-90,72,2402,1970,,
2403,19-64,55,2403,873,,transportation
2404,19-64,59,2404,2061,,health
2405,19-64,30,2405,1143,,retail
2406,19-64,35,2406,1947,,health
2407,19-64,50,2407,1917,,health
2408,65-90,86,2408,371,,
2409,6-18,18,2409,1438,1,
2410,0-5,1,2410,985,,
2411,19-64,46,2411,1129,,construction
2412,19-64,19,2412,1682,,waste management
2413,6-18,7,2413,1897,0,
2414,6-18,16,2414,1427,0,
2415,19-64,25,2415,317,,construction
2416,19-64,35,2416,912,,construction
2417,6-18,17,2417,1744,1,
2418,19-64,29,2418,303,,transportation
2419,19-64,25,2419,1134,,arts
2420,6-18,6,2420,1411,0,
2421,19-64,62,2421,1317,,finance
2422,19-64,43,2422,1068,,construction
2423,19-64,61,2423,1921,,waste management
2424,19-64,52,2424,1641,,retail
2425,65-90,76,2425,1109,,
2426,19-64,20,2426,631,,retail
2427,65-90,83,2427,617,,
